image_name,0,1,2,3,4
img3201.png,753.0,257,812.0,320,plane
img3201.png,484.0,177,587.0,281,plane
img3201.png,320.0,0,392.0,20,plane
img3201.png,507.0,0,553.0,21,plane
img3201.png,643.0,180,696.0,233,plane
img3201.png,352.0,347,400.0,394,plane
img3201.png,558.0,223,631.0,301,plane
img3201.png,302.0,128,384.0,210,plane
img3201.png,561.0,254,617.0,316,plane
img3201.png,395.0,335,447.0,385,plane
img3202.png,801.0,337,837.0,374,plane
img3202.png,752.0,280,796.0,326,plane
img3202.png,655.0,124,708.0,176,plane
img3202.png,745.0,286,786.0,328,plane
img3202.png,959.0,293,1000,367,plane
img3202.png,371.0,0,437.0,21,plane
img3203.png,631.0,98,689.0,156,plane
img3203.png,883.0,232,919.0,270,plane
img3203.png,338.0,191,406.0,258,plane
img3203.png,640.0,126,736.0,219,plane
img3203.png,956.0,194,1000,257,plane
img3204.png,789.0,0,871.0,78,plane
img3204.png,618.0,205,658.0,245,plane
img3204.png,574.0,274,681.0,381,plane
img3204.png,691.0,18,749.0,75,plane
img3204.png,489.0,317,558.0,383,plane
img3204.png,898.0,126,977.0,195,plane
img3204.png,700.0,124,757.0,180,plane
img3205.png,582.0,415,619.0,450,plane
img3205.png,0,794,-26.0,700,plane
img3205.png,52.0,570,145.0,662,plane
img3205.png,304.0,645,397.0,700,plane
img3205.png,244.0,262,289.0,306,plane
img3205.png,0,798,-90.0,700,plane
img3205.png,447.0,406,531.0,486,plane
img3206.png,693.0,315,732.0,356,plane
img3206.png,509.0,146,587.0,228,plane
img3206.png,681.0,54,714.0,87,plane
img3206.png,746.0,533,828.0,620,plane
img3206.png,369.0,560,442.0,632,plane
img3206.png,636.0,355,691.0,409,plane
img3206.png,713.0,473,800.0,558,plane
img3207.png,45.0,399,103.0,456,plane
img3207.png,538.0,251,577.0,294,plane
img3207.png,138.0,125,173.0,164,plane
img3207.png,609.0,352,697.0,439,plane
img3207.png,611.0,82,716.0,186,plane
img3208.png,575.0,339,649.0,414,plane
img3208.png,725.0,457,818.0,553,plane
img3208.png,555.0,151,651.0,246,plane
img3208.png,695.0,255,777.0,338,plane
img3208.png,850.0,299,919.0,367,plane
img3209.png,444.0,359,534.0,448,plane
img3209.png,649.0,148,716.0,215,plane
img3209.png,356.0,540,407.0,591,plane
img3209.png,705.0,483,792.0,571,plane
img3209.png,847.0,622,889.0,665,plane
img3209.png,331.0,676,372.0,700,plane
img3209.png,844.0,541,924.0,621,plane
img3209.png,124.0,182,186.0,247,plane
img3209.png,917.0,359,979.0,418,plane
img3209.png,235.0,208,298.0,274,plane
img3209.png,251.0,375,307.0,431,plane
img3209.png,585.0,237,651.0,305,plane
img3209.png,87.0,307,147.0,370,plane
img3210.png,388.0,408,460.0,477,plane
img3210.png,863.0,294,937.0,371,plane
img3210.png,679.0,229,746.0,294,plane
img3210.png,741.0,87,799.0,144,plane
img3211.png,0,0,-61.0,-21,plane
img3211.png,696.0,402,755.0,458,plane
img3211.png,323.0,0,372.0,32,plane
img3211.png,333.0,18,420.0,105,plane
img3211.png,434.0,170,490.0,222,plane
img3211.png,438.0,0,513.0,37,plane
img3212.png,561.0,604,626.0,672,plane
img3212.png,214.0,266,267.0,324,plane
img3212.png,249.0,372,326.0,448,plane
img3212.png,556.0,132,630.0,202,plane
img3213.png,185.0,259,260.0,337,plane
img3213.png,371.0,251,469.0,345,plane
img3213.png,419.0,466,500.0,549,plane
img3213.png,653.0,109,686.0,144,plane
img3213.png,0,0,26.0,51,plane
img3213.png,617.0,234,666.0,284,plane
img3213.png,698.0,302,759.0,372,plane
img3213.png,547.0,506,611.0,565,plane
img3214.png,446.0,342,514.0,411,plane
img3214.png,713.0,420,806.0,506,plane
img3214.png,334.0,540,368.0,572,plane
img3214.png,162.0,295,217.0,347,plane
img3214.png,323.0,640,364.0,683,plane
img3214.png,964.0,382,1000,457,plane
img3214.png,198.0,681,239.0,700,plane
img3215.png,857.0,8,920.0,74,plane
img3215.png,803.0,256,874.0,325,plane
img3215.png,363.0,226,462.0,322,plane
img3215.png,454.0,243,550.0,338,plane
img3215.png,803.0,392,900.0,492,plane
img3215.png,283.0,0,367.0,50,plane
img3215.png,867.0,198,958.0,284,plane
img3215.png,286.0,404,351.0,470,plane
img3215.png,479.0,113,568.0,192,plane
img3215.png,208.0,209,270.0,279,plane
img3216.png,385.0,183,460.0,264,plane
img3217.png,226.0,569,302.0,646,plane
img3218.png,575.0,422,616.0,464,plane
img3218.png,0,460,43.0,505,plane
img3218.png,334.0,244,399.0,308,plane
img3219.png,824.0,237,918.0,331,plane
img3219.png,602.0,56,675.0,126,plane
img3219.png,475.0,134,542.0,204,plane
img3219.png,570.0,276,668.0,374,plane
img3219.png,419.0,154,489.0,219,plane
img3219.png,610.0,438,697.0,524,plane
img3219.png,111.0,341,179.0,407,plane
img3219.png,141.0,0,232.0,79,plane
img3219.png,174.0,178,251.0,254,plane
img3219.png,37.0,46,82.0,94,plane
img3219.png,482.0,193,590.0,300,plane
img3219.png,323.0,473,384.0,532,plane
img3219.png,540.0,47,592.0,102,plane
img3220.png,420.0,168,494.0,244,plane
img3220.png,563.0,452,667.0,555,plane
img3220.png,368.0,541,411.0,586,plane
img3220.png,331.0,334,385.0,384,plane
img3220.png,219.0,673,279.0,700,plane
img3220.png,318.0,405,385.0,471,plane
img3220.png,229.0,403,279.0,455,plane
img3220.png,436.0,498,530.0,590,plane
img3221.png,913.0,562,957.0,605,plane
img3221.png,608.0,263,674.0,330,plane
img3221.png,573.0,378,618.0,426,plane
img3221.png,521.0,433,598.0,513,plane
img3221.png,670.0,193,728.0,250,plane
img3222.png,688.0,206,770.0,286,plane
img3222.png,493.0,655,528.0,687,plane
img3222.png,810.0,647,899.0,700,plane
img3222.png,919.0,184,981.0,246,plane
img3222.png,176.0,460,223.0,511,plane
img3222.png,558.0,179,652.0,276,plane
img3222.png,208.0,265,263.0,320,plane
img3223.png,665.0,297,753.0,386,plane
img3223.png,616.0,242,696.0,323,plane
img3223.png,269.0,490,311.0,534,plane
img3223.png,327.0,317,377.0,370,plane
img3223.png,727.0,254,780.0,306,plane
img3223.png,28.0,673,88.0,700,plane
img3223.png,21.0,472,56.0,506,plane
img3223.png,433.0,445,504.0,517,plane
img3223.png,296.0,318,355.0,380,plane
